battery_soc,memory_usage,t_s,T_s1,T_s2,T_d1,T_d2
0.5800000000000001,0.35000000000000003,1,0.8187307530779818,0.3456534314282793,0.65,0.36787944117144233
0.5800000000000001,0.4,0,0.4965853037914095,0.3843587631945549,0.6,0.1353352832366127
0.5800000000000001,0.4,1,0.8187307530779818,0.3843587631945549,0.6,0.36787944117144233
0.5800000000000001,0.45,0,0.4965853037914095,0.42007255494116064,0.55,0.1353352832366127
0.5800000000000001,0.45,1,0.8187307530779818,0.42007255494116064,0.55,0.36787944117144233
0.5800000000000001,0.5,0,0.4965853037914095,0.452928946677124,0.5,0.1353352832366127
0.5800000000000001,0.5,1,0.8187307530779818,0.452928946677124,0.5,0.36787944117144233
0.5800000000000001,0.55,0,0.4965853037914095,0.48310255932062485,0.44999999999999996,0.1353352832366127
0.5800000000000001,0.55,1,0.8187307530779818,0.48310255932062485,0.44999999999999996,0.36787944117144233
0.5800000000000001,0.6000000000000001,0,0.4965853037914095,0.5107891325675463,0.4,0.1353352832366127
0.5800000000000001,0.6000000000000001,1,0.8187307530779818,0.5107891325675463,0.4,0.36787944117144233
0.5800000000000001,0.65,0,0.4965853037914095,0.5361913548962995,0.35,0.1353352832366127
0.5800000000000001,0.65,1,0.8187307530779818,0.5361913548962995,0.35,0.36787944117144233
0.5800000000000001,0.7000000000000001,0,0.4965853037914095,0.5595091671428354,0.30000000000000004,0.1353352832366127
0.5800000000000001,0.7000000000000001,1,0.8187307530779818,0.5595091671428354,0.30000000000000004,0.36787944117144233
0.5800000000000001,0.75,0,0.4965853037914095,0.5809335961601874,0.25,0.1353352832366127
0.5800000000000001,0.75,1,0.8187307530779818,0.5809335961601874,0.25,0.36787944117144233
0.5800000000000001,0.8,0,0.4965853037914095,0.6006432014290851,0.19999999999999996,0.1353352832366127
0.5800000000000001,0.8,1,0.8187307530779818,0.6006432014290851,0.19999999999999996,0.36787944117144233
0.5800000000000001,0.8500000000000001,0,0.4965853037914095,0.6188023572809337,0.15000000000000002,0.1353352832366127
0.5800000000000001,0.8500000000000001,1,0.8187307530779818,0.6188023572809337,0.15000000000000002,0.36787944117144233
0.5800000000000001,0.9,0,0.4965853037914095,0.6355607636375642,0.09999999999999998,0.1353352832366127
0.5800000000000001,0.9,1,0.8187307530779818,0.6355607636375642,0.09999999999999998,0.36787944117144233
0.5800000000000001,0.9500000000000001,0,0.4965853037914095,0.6510537370452775,0.050000000000000044,0.1353352832366127
0.5800000000000001,0.9500000000000001,1,0.8187307530779818,0.6510537370452775,0.050000000000000044,0.36787944117144233
0.5800000000000001,1.0,0,0.4965853037914095,0.6654029649890841,0.0,0.1353352832366127
